Name,Location,Federal state,Organisation,Branches,Categ,Country,,,
Volksbank Heiligenstadt eG,Heilbad Heiligenstadt,Thuringia,GV,5,German Coop,Germany,,,
Abtsgmünder Bank -Raiffeisen- eG,Abtsgmünd,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Raiffeisenbank Aidlingen eG,Aidlingen,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Raiffeisenbank Bad Schussenried eG,Bad Schussenried,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Volksbank Baiersbronn eG,Baiersbronn,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Volksbank Brenztal eG,Giengen,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Volksbank Krautheim eG,Krautheim,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Volksbank Limbach eG,Limbach,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Spar- und Kreditbank Rheinstetten eG,Rheinstetten,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Raiffeisenbank Kaiserstuhl eG,Vogtsburg im Kaiserstuhl,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Raiffeisenbank Wangen eG,Wangen,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
VR-Bank Weinstadt eG,Weinstadt,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Raiffeisenbank Wiesloch (Baiertal) eG,Wiesloch,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Winterlinger Bank eG,Winterlingen,Baden-Württemberg,BWGV,4,German Coop,Germany,,,
Volksbank Aschaffenburg eG,Aschaffenburg,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Aschau-Samerberg eG,Aschau im Chiemgau,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Uehlfeld-Dachsbach eG,Dachsbach,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Buch-Eching eG,Eching,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Nordkreis Landsberg eG,Egling an der Paar,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Griesstätt-Halfing eG,Halfing,Bavaria,GVB,4,German Coop,Germany,,,
Volksbank Raiffeisenbank Ismaning eG,Ismaning,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Schrobenhausener Land eG,Langenmosen,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Leiblfing eG,Leiblfing,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Pfaffenhofen a.d. Glonn eG,Odelzhausen,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Rechtmehring-Soyen-Albaching eG,Rechtmehring,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Roggenburg-Breithenthal eG,Roggenburg,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Sinzing eG,Sinzing,Bavaria,GVB,4,German Coop,Germany,,,
Raiffeisenbank Zirndorf eG,Zirndorf,Bavaria,GVB,4,German Coop,Germany,,,
Vierländer Volksbank eG,Hamburg,Hamburg,GV,4,German Coop,Germany,,,
Raiffeisenbank Ebsdorfergrund eG,Ebsdorfergrund,Hesse,GV,4,German Coop,Germany,,,
Raiffeisenbank Flieden eG,Flieden,Hesse,GV,4,German Coop,Germany,,,
Raiffeisenbank Haunetal eG,Haunetal,Hesse,GV,4,German Coop,Germany,,,
Raiffeisenbank Trendelburg eG,Trendelburg,Hesse,GV,4,German Coop,Germany,,,
Volksbank Aerzen eG,Aerzen,Lower Saxony,GV,4,German Coop,Germany,,,
Volksbank Dammer Berge eG,Damme,Lower Saxony,GVWE,4,German Coop,Germany,,,
Volks- und Raiffeisenbank eG Leinebergland,Delligsen,Lower Saxony,GV,4,German Coop,Germany,,,
Volksbank Lohne-Mühlen eG,Lohne,Lower Saxony,GVWE,4,German Coop,Germany,,,
Raiffeisenbank Rastede eG,Rastede,Lower Saxony,GVWE,4,German Coop,Germany,,,
Raiffeisenbank Scharrel eG,Saterland,Lower Saxony,GVWE,4,German Coop,Germany,,,
Volksbank Westerstede eG,Westerstede,Lower Saxony,GVWE,4,German Coop,Germany,,,
Bensberger Bank eG,Bergisch Gladbach,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Bönen eG,Bönen,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Westerloh-Westerwiehe eG,Delbrück,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Harsewinkel eG,Harsewinkel,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Kempen-Grefrath eG,Kempen,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Kierspe eG,Kierspe,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Dünnwald-Holweide eG,Köln,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Meinerzhagen eG,Meinerzhagen,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Mendener Bank eG,Menden,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Nottuln eG,Nottuln,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Spar- und Darlehnskasse Reken eG,Reken,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Schermbeck eG,Schermbeck,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Schlangen eG,Schlangen,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Spar- und Darlehnskasse Schloß Holte-Stukenbrock eG,Schloß Holte-Stukenbrock,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Volksbank Wachtberg eG,Wachtberg,North Rhine-Westphalia,RWGV,4,German Coop,Germany,,,
Raiffeisenkasse Erbes-Büdesheim und Umgebung eG,Erbes-Büdesheim,Rhineland-Palatinate,GV,4,German Coop,Germany,,,
Raiffeisenbank Mehring-Leiwen eG,Leiwen,Rhineland-Palatinate,RWGV,4,German Coop,Germany,,,
Raiffeisenbank Elbmarsch eG,Heist,Schleswig-Holstein,GV,4,German Coop,Germany,,,
Raiffeisenbank Weissacher Tal eG,Allmersbach im Tal,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Murgtal eG,Baiersbronn,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Deisslingen eG,Deißlingen,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Flein-Talheim eG,Flein,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Glatten-Wittendorf eG,Glatten,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Aichhalden-Hardt-Sulgen eG,Hardt,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Vordere Alb eG,Hülben,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Jestetten eG,Jestetten,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Kerner Volksbank eG,Kernen,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Neudenau-Stein-Herbolzheim eG,Neudenau,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Oberteuringen eG,Oberteuringen,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Staufen eG,Staufen im Breisgau,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Steinheim eG,Steinheim,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Genossenschaftsbank Weil im Schönbuch eG,Weil im Schönbuch,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Weingarten-Walzbachtal eG,Weingarten,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Volksbank Welzheim eG,Welzheim,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Westhausen eG,Westhausen,Baden-Württemberg,BWGV,3,German Coop,Germany,,,
Raiffeisenbank Aresing-Hörzhausen-Schiltberg eG,Aresing,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Beilngries eG,Beilngries,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Unteres Zusamtal eG,Buttenwiesen,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Grafenwöhr-Kirchenthumbach eG,Grafenwöhr,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Haldenwang eG,Haldenwang,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Herzogenaurach eG,Herzogenaurach,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Hiltenfingen eG,Hiltenfingen,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Holzkirchen-Otterfing eG,Holzkirchen,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Jettingen-Scheppach eG,Jettingen-Scheppach,Bavaria,GVB,3,German Coop,Germany,,,
TEBA Kreditbank GmbH & Co. KG,Landau an der Isar,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Thalheim eG,Maria Thalheim,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Unteres Inntal eG,Neuhaus am Inn,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Fränkisches Weinland eG,Nordheim am Main,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Oberaudorf eG,Oberaudorf,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Oberschleißheim eG,Oberschleißheim,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Großhabersdorf-Roßtal eG,Roßtal,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank St. Wolfgang-Schwindkirchen eG,Sankt Wolfgang,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Inkofen-Eggmühl eG,Schierling,Bavaria,GVB,3,German Coop,Germany,,,
Volksbank Schrobenhausen eG,Schrobenhausen,Bavaria,GVB,3,German Coop,Germany,,,
CB Credit-Bank GmbH,Straubing,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Obereßfeld-Römhild eG,Sulzdorf an der Lederhecke,Bavaria,GVB,3,German Coop,Germany,,,
Raiffeisenbank Sparneck-Stammbach-Zell eG,Zell im Fichtelgebirge,Bavaria,GVB,3,German Coop,Germany,,,
Volksbank Spremberg-Bad Muskau eG,Spremberg,Brandenburg,GV,3,German Coop,Germany,,,
Volksbank Schupbach eG,Beselich,Hesse,GV,3,German Coop,Germany,,,
Weiseler Volksbank eG,Butzbach-Nieder-Weisel,Hesse,GV,3,German Coop,Germany,,,
Raiffeisenbank Grävenwiesbach eG,Grävenwiesbach,Hesse,GV,3,German Coop,Germany,,,
Volksbank Grebenhain eG,Grebenhain,Hesse,GV,3,German Coop,Germany,,,
Raiffeisenbank Kirtorf eG,Kirtorf,Hesse,GV,3,German Coop,Germany,,,
VR-Bank Spangenberg-Morschen eG,Spangenberg,Hesse,GV,3,German Coop,Germany,,,
"Volksbank eG, Fredenbeck",Fredenbeck,Lower Saxony,GV,3,German Coop,Germany,,,
Spar- und Darlehnskasse Börde Lamstedt-Hechthausen eG,Lamstedt,Lower Saxony,GV,3,German Coop,Germany,,,
Volksbank Winsener Marsch eG,Marschacht,Lower Saxony,GV,3,German Coop,Germany,,,
Raiffeisenbank Strücklingen-Idafehn eG,Ostrhauderfehn,Lower Saxony,GVWE,3,German Coop,Germany,,,
Hümmlinger Volksbank eG,Werlte,Lower Saxony,GVWE,3,German Coop,Germany,,,
Volksbank Wildeshauser Geest eG,Wildeshausen,Lower Saxony,GVWE,3,German Coop,Germany,,,
Raiffeisenbank Aldenhoven eG,Aldenhoven,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Spar- und Darlehnskasse Hoengen eG,Alsdorf,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Spar- und Darlehnskasse Oeventrop eG,Arnsberg,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Ascheberg-Herbern eG,Ascheberg,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Lette-Darup-Rorup eG,Coesfeld-Lette,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Enniger-Ostenfelde-Westkirchen eG,Ennigerloh,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Randerath-Immendorf eG,Geilenkirchen,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Clarholz-Lette-Beelen eG,Herzebrock,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Hörstel eG,Hörstel,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Laer-Horstmar-Leer eG,Laer,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Südkirchen-Capelle-Nordkirchen eG,Nordkirchen,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Olpe eG,Olpe,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Rhede eG,Rhede,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Volksbank Versmold eG,Versmold,North Rhine-Westphalia,RWGV,3,German Coop,Germany,,,
Raiffeisenbank Alzey-Land eG,Bornheim,Rhineland-Palatinate,GV,3,German Coop,Germany,,,
Volksbank Hamm/Sieg eG,Hamm (Sieg),Rhineland-Palatinate,GV,3,German Coop,Germany,,,
Raiffeisenbank Irrel eG,Irrel,Rhineland-Palatinate,RWGV,3,German Coop,Germany,,,
Volksbank Mülheim-Kärlich eG,Mülheim,Rhineland-Palatinate,RWGV,3,German Coop,Germany,,,
Volksbank Rheinböllen eG,Rheinböllen,Rhineland-Palatinate,RWGV,3,German Coop,Germany,,,
Volksbank Vallendar-Niederwerth eG,Vallendar,Rhineland-Palatinate,RWGV,3,German Coop,Germany,,,
Volksbank Überherrn eG,Überherrn,Saarland,GV,3,German Coop,Germany,,,
Raiffeisenbank Bargteheide eG,Bargteheide,Schleswig-Holstein,GV,3,German Coop,Germany,,,
Sylter Bank eG,Westerland,Schleswig-Holstein,GV,3,German Coop,Germany,,,
Raiffeisenbank Vordersteinenberg eG,Alfdorf,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Reute-Gaisbeuren eG,Bad Waldsee,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Spar- und Kreditbank Bühlertal eG,Bühlertal,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Oberes Bühlertal eG,Bühlertann,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Dellmensingen eG,Erbach,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Bernhauser Bank eG,Filderstadt,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Hagnauer Volksbank eG,Hagnau,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Böllingertal eG,Heilbronn,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Ingersheim eG,Ingersheim,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Ingoldingen eG,Ingoldingen,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Kirchheim-Walheim eG,Kirchheim,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Löchgauer Bank eG,Löchgau,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Genossenschaftsbank Meckenbeuren eG,Meckenbeuren,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Mehrstetten eG,Mehrstetten,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Scharnhauser Bank eG,Ostfildern,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Oberer Wald eG,Simmersfeld,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Volksbank Rot eG,St. Leon-Rot,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Vellberg-Großaltdorf eG,Vellberg,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Weissach eG,Weissach,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Wimsheim-Mönsheim eG,Wimsheim,Baden-Württemberg,BWGV,2,German Coop,Germany,,,
Raiffeisenbank Aiglsbach eG,Aiglsbach,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Anger eG,Anger (Berchtesgadener Land),Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Plankstetten AG,Berching,Bavaria,,2,German Coop,Germany,,,
Raiffeisenbank Beuerberg-Eurasburg eG,Beuerberg,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Bibertal eG,Bibertal,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Bissingen eG,Bissingen,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Gerolsbach eG,Gerolsbach,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Gilching eG,Gilching,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Alteglofsheim-Hagelstadt eG,Hagelstadt,Bavaria,GVB,2,German Coop,Germany,,,
Volksbank Immenstadt eG,Immenstadt,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Hofkirchen-Bayerbach eG,Laberweinting,Bavaria,GVB,2,German Coop,Germany,,,
EVENORD-BANK eG-KG,Nürnberg,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Rehling eG,Rehling,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Töpen eG,Töpen,Bavaria,GVB,2,German Coop,Germany,,,
Raiffeisenbank Nördliche Bergstraße eG,Alsbach-Hähnlein,Hesse,GV,2,German Coop,Germany,,,
Raiffeisenbank Bad Hersfeld eG,Bad Hersfeld,Hesse,GV,2,German Coop,Germany,,,
Birsteiner Volksbank eG,Birstein,Hesse,GV,2,German Coop,Germany,,,
Raiffeisenbank Burghaun eG,Burghaun,Hesse,GV,2,German Coop,Germany,,,
Volksbank Feldatal eG,Feldatal,Hesse,GV,2,German Coop,Germany,,,
RBank Raiffeisenbank Groß-Rohrheim eG,Groß-Rohrheim,Hesse,GV,2,German Coop,Germany,,,
Raiffeisenbank Offenbach/M.-Bieber eG,Offenbach am Main,Hesse,GV,2,German Coop,Germany,,,
Raiffeisenbank Schaafheim eG,Schaafheim,Hesse,GV,2,German Coop,Germany,,,
Volksbank Seeheim-Jugenheim eG,Seeheim-Jugenheim,Hesse,GV,2,German Coop,Germany,,,
Raiffeisenbank Pasewalk-Strasburg eG,Strasburg,Mecklenburg-Vorpommern,GV,2,German Coop,Germany,,,
Volksbank Ahlerstedt eG,Ahlerstedt,Lower Saxony,GV,2,German Coop,Germany,,,
Volksbank Bösel eG,Bösel,Lower Saxony,GVWE,2,German Coop,Germany,,,
VR BANK Dinklage-Steinfeld eG,Dinklage,Lower Saxony,GVWE,2,German Coop,Germany,,,
Volksbank Bookholzberg-Lemwerder eG,Ganderkesee,Lower Saxony,GVWE,2,German Coop,Germany,,,
Volksbank Langen-Gersten eG,Langen,Lower Saxony,GVWE,2,German Coop,Germany,,,
Volksbank Löningen eG,Löningen,Lower Saxony,GVWE,2,German Coop,Germany,,,
VR-Bank eG im Altkreis Bersenbrück,Neuenkirchen,Lower Saxony,GVWE,2,German Coop,Germany,,,
Volksbank Neuenkirchen-Vörden eG,Neuenkirchen-Vörden,Lower Saxony,GVWE,2,German Coop,Germany,,,
Volksbank Visbek eG,Visbek,Lower Saxony,GVWE,2,German Coop,Germany,,,
Raiffeisenbank Flachsmeer eG,Westoverledingen,Lower Saxony,GVWE,2,German Coop,Germany,,,
Volksbank Worpswede eG,Worpswede,Lower Saxony,GV,2,German Coop,Germany,,,
Volksbank Wulfsen eG,Wulfsen,Lower Saxony,GV,2,German Coop,Germany,,,
Volksbank Ostlippe eG,Blomberg,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Wewelsburg-Ahden eG,Büren (Westfalen),North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Lembeck-Rhade eG,Dorsten,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Raiffeisenbank Gymnich eG,Erftstadt,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Gescher eG,Gescher,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Störmede eG,Geseke,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Spar- und Darlehnskasse Brachelen eG,Hückelhoven,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Raiffeisenbank Fischenich-Kendenich eG,Hürth,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Benninghausen eG,Lippstadt,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Medebach eG,Medebach,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Schwalmtal eG,Niederkrüchten,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Eisbergen eG,Porta Westfalica,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Senden eG,Senden,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Haaren eG,Waldfeucht,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Westerkappeln-Wersen eG,Westerkappeln,North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Volksbank Wickede (Ruhr) eG,Wickede (Ruhr),North Rhine-Westphalia,RWGV,2,German Coop,Germany,,,
Raiffeisenbank Alsheim-Gimbsheim eG,Alsheim,Rhineland-Palatinate,GV,2,German Coop,Germany,,,
Raiffeisenbank Herxheim eG,Herxheim bei Landau/Pfalz,Rhineland-Palatinate,GV,2,German Coop,Germany,,,
Raiffeisenbank Kehrig eG,Kehrig,Rhineland-Palatinate,RWGV,2,German Coop,Germany,,,
Evangelische Darlehnsgenossenschaft Kiel eG,Kiel,Schleswig-Holstein,GV,2,German Coop,Germany,,,
Raiffeisenbank Owschlag eG,Owschlag,Schleswig-Holstein,GV,2,German Coop,Germany,,,
Raiffeisenbank Seestermühe eG,Seestermühe,Schleswig-Holstein,GV,2,German Coop,Germany,,,
Raiffeisenbank Todenbüttel eG,Todenbüttel,Schleswig-Holstein,GV,2,German Coop,Germany,,,
Onstmettinger Bank eG,Albstadt,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Aulendorf eG,Aulendorf,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Berghülen eG,Berghülen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Gammesfeld eG,Blaufelden,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Altschweier eG,Bühl,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Spar- und Kreditbank Dauchingen eG,Dauchingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Denzlingen-Sexau eG,Denzlingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Volksbank Dettenhausen eG,Dettenhausen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Dettinger Bank eG,Dettingen an der Erms,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Oberessendorf eG,Eberhardzell,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Ehninger Bank eG,Ehningen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Elztal eG,Elztal,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Erlenbach eG,Erlenbach,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Erlenmoos eG,Erlenmoos,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Berkheimer Bank eG,Esslingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Maitis eG,Göppingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Gruibingen eG,Gruibingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Heroldstatt eG,Heroldstatt,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Ersingen eG,Kämpfelbach,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Spar- und Kreditbank Karlsruhe eG,Karlsruhe,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Kieselbronn eG,Kieselbronn,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Volksbank Stein Eisingen eG,Königsbach-Stein,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Korber Bank eG,Korb,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Echterdinger Bank eG,Leinfelden-Echterdingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Volksbank Magstadt eG,Magstadt,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Mötzingen eG,Mötzingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Nattheim eG,Nattheim,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Bauschlott eG,Neulingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Nufringer Bank -Raiffeisen- eG,Nufringen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Oberstenfeld eG,Oberstenfeld,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Ottenbach eG,Ottenbach,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Sondelfingen eG,Reutlingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Tüngental eG,Schwäbisch Hall,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Darmsheimer Bank eG,Sindelfingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Uhlbacher Bank eG,Stuttgart,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Urbach eG,Urbach,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Hegnacher Bank -Raiffeisen- eG,Waiblingen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Winterbacher Bank eG,Winterbach,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Genossenschaftsbank Wolfschlugen eG,Wolfschlugen,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Wyhl eG,Wyhl am Kaiserstuhl,Baden-Württemberg,BWGV,1,German Coop,Germany,,,
Raiffeisenbank Bidingen eG,Bidingen,Bavaria,GVB,1,German Coop,Germany,,,
Raiffeisenbank Bruck eG,Bruck in der Oberpfalz,Bavaria,GVB,1,German Coop,Germany,,,
Raiffeisenbank Kahl am Main eG,Kahl am Main,Bavaria,GVB,1,German Coop,Germany,,,
Raiffeisenbank Weil und Umgebung eG,Weil (Oberbayern),Bavaria,GVB,1,German Coop,Germany,,,
Raiffeisenbank Wildenberg eG,Wildenberg,Bavaria,GVB,1,German Coop,Germany,,,
EDEKABANK AG,Hamburg,Hamburg,GV,1,German Coop,Germany,,,
Spar- und Kreditbank Evangelisch-Freikirchlicher Gemeinden eG,Bad Homburg vor der Höhe,Hesse,GV,1,German Coop,Germany,,,
Bankverein Bebra eG,Bebra,Hesse,GV,1,German Coop,Germany,,,
Volksbank Eppertshausen eG,Eppertshausen,Hesse,GV,1,German Coop,Germany,,,
VR Diskontbank GmbH,Eschborn,Hesse,,1,German Coop,Germany,,,
Spar- und Darlehnskasse Stockhausen eG,Herbstein,Hesse,GV,1,German Coop,Germany,,,
